campaignid,opcode,latitude_dd,longitude_dd,date_time,site,location,status,depth_m,observer_count,observer_length,juvenile_lethrinids,successful_count,successful_length,drop_lengths_due_to_vis,visibility_m,raw_hdd_number,left_camera,right_camera,forwards_habitat_image_saved,successful_habitat_forward,observer_habitat_forward,maxn_complete_date,maxn_checker,length_complete_date,comment,strata,inclusion_probability,priority,sampling_design
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-051,-22.18,114.08,2024-05-07T11:05:34+08:00,CPO,Exmouth Gulf,Fished,3.7,Alex McLennan,Ryan Simms,,Yes,Yes,,3.5,4,L014,R013,Yes,Yes,Nidhi Menon,17/07/2024,Ryan Simms,23/07/2024,,,NA,,preferential (captains pick)
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-052,-22.17,114.09,2024-05-07T11:11:11+08:00,CPO,Exmouth Gulf,Fished,4.9,Bri Beaulieu,Ryan Simms,,Yes,Yes,,2,4,L010,R009,Yes,Yes,Nidhi Menon,19/07/2024,Ryan Simms,26/07/2024,,,NA,,preferential (captains pick)
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-053,-22.16,114.08,2024-05-07T11:24:37+08:00,CPO,Exmouth Gulf,Fished,3.7,Alex McLennan,Ryan Simms,,Yes,Yes,,3,4,L018,R017,Yes,Yes,Nidhi Menon,18/07/2024,Ryan Simms,24/07/2024,,,NA,,preferential (captains pick)
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,-22.02,114.18,2024-05-07T12:15:43+08:00,C30,Exmouth Gulf,Fished,17.4,Ryan Simms,Alex McLennan,,Yes,Yes,,2,4,L024,R023,Yes,Yes,Nidhi Menon,5/06/2024,Bri Beaulieu,8/08/2024,Bait gone on retrieval,sand_sparse,4.265529192e-09,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,-22,114.19,2024-05-07T12:24:47+08:00,C30,Exmouth Gulf,Fished,18.9,Daniel Agnello,Ryan Simms,,Yes,Yes,,2,4,L026,R025,Yes,Yes,Nidhi Menon,30/05/2024,Ryan Simms,26/07/2024,Bait gone on retrieval ,sand_sparse,4.265529192e-09,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-191,-22,114.14,2024-05-07T12:44:37+08:00,C30,Exmouth Gulf,Fished,18.5,,,,No,No,,1,4,L032,R031,,,,,,,,sand_sparse,4.265529192e-09,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-030,-22.02,114.15,2024-05-07T12:54:36+08:00,C30,Exmouth Gulf,Fished,14.2,Ryan Simms,Alex McLennan,,Yes,Yes,,2,4,L028,R1201,Yes,Yes,Nidhi Menon,22/05/2024,Bri Beaulieu,8/08/2024,No clap for sync point,sand_sparse,4.265529192e-09,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-054,-22.1,114.11,2024-05-07T13:03:49+08:00,CPO,Exmouth Gulf,Fished,3.9,Bri Beaulieu,Ryan Simms,,Yes,Yes,,2,4,L018,R017,Yes,Yes,Nidhi Menon,22/07/2024,Ryan Simms,26/07/2024,,,NA,,preferential (captains pick)
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-188,-22.04,114.14,2024-05-07T13:04:04+08:00,C30,Exmouth Gulf,Fished,13.3,Ryan Simms,Alex McLennan,,Yes,Yes,,2,4,L022,R021,Yes,Yes,Nidhi Menon,22/05/2024,Bri Beaulieu,8/08/2024,,sand_sparse,4.265529192e-09,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-055,-22.09,114.11,2024-05-07T13:09:33+08:00,CPO,Exmouth Gulf,Fished,4,Alex McLennan,Ryan Simms,,Yes,Yes,,3.5,4,L004,R003,Yes,Yes,Nidhi Menon,17/07/2024,Ryan Simms,23/07/2024,,,NA,,preferential (captains pick)
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-189,-22.04,114.16,2024-05-07T13:12:25+08:00,C30,Exmouth Gulf,Fished,17.4,,,,No,No,,1,4,L006,R005,,,,,,,,sand_sparse,4.265529192e-09,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-056,-22.09,114.11,2024-05-07T13:17:37+08:00,CPO,Exmouth Gulf,Fished,7.1,Alex McLennan,Ryan Simms,,Yes,Yes,,2.5,4,L016,R015,Yes,Yes,Nidhi Menon,19/07/2024,Ryan Simms,25/07/2024,,,NA,,preferential (captains pick)
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-057,-22.09,114.11,2024-05-07T13:22:07+08:00,CPO,Exmouth Gulf,Fished,7.1,Bri Beaulieu,Ryan Simms,,Yes,Yes,,2.5,4,L008,R007,Yes,Yes,Nidhi Menon,22/07/2024,Ryan Simms,25/07/2024,,,NA,,preferential (captains pick)
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-058,-22.08,114.1,2024-05-07T13:30:45+08:00,CPO,Exmouth Gulf,Fished,3.2,Alex McLennan,Ryan Simms,,Yes,Yes,,3,4,L010,R009,Yes,Yes,Nidhi Menon,17/07/2024,Ryan Simms,24/07/2024,,,NA,,preferential (captains pick)
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-060,-22.07,114.11,2024-05-07T13:49:59+08:00,CPO,Exmouth Gulf,Fished,4,Alex McLennan,Ryan Simms,,Yes,Yes,,3.5,4,L002,R001,Yes,Yes,Nidhi Menon,16/07/2024,Ryan Simms,23/07/2024,,,NA,SG,preferential (captains pick)
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-059,-22.08,114.11,2024-05-07T13:51:28+08:00,CPO,Exmouth Gulf,Fished,5.5,Bri Beaulieu,Ryan Simms,,Yes,Yes,,2.5,4,L014,R013,Yes,Yes,Nidhi Menon,19/07/2024,Ryan Simms,25/07/2024,Forgot to add point. Not exact spot nor depth,,NA,,preferential (captains pick)
