Bshape,Class,Order,Family,Genus,Species,SpecCode,LengthMin,LengthMax,Number,a,b,CoeffDetermination,Type,Score,PopLWRef,DataRef
elongated,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,barracuda,1235,49,98.69999695,26,0.050000001,2.51699996,0.929295957,TL,0.929295957,28688,28688
elongated,Actinopterygii,Siluriformes,Siluridae,Belodontichthys,dinema,23087,11.5,29,19,0.024900001,2.521500111,0.975799978,TL,0.975799978,85454,85454
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,productus,326,,,,0.034699999,2.555999994,,FL,0.5,1046,1046
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,8.5,13.69999981,265,0.019200001,2.558900118,0.850000024,TL,0.850000024,86715,86715
elongated,Actinopterygii,Perciformes,Ammodytidae,Ammodytes,tobianus,38,8.899999619,14,,0.0098,2.559999943,0.953000009,TL,0.953000009,85826,85826
elongated,Elasmobranchii,Pristiformes,Pristidae,Pristis,perotteti,51176,,,,0.039999999,2.559999943,0.979901969,TL,0.979901969,43564,
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,stellatus,2065,13,188,1347,0.034000002,2.584300041,0.964127541,TL,0.964127541,56539,
elongated,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,obtusata,4493,19,26.5,23,0.025669999,2.58829999,0.883599997,FL,0.883599997,55787,55787
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,nudiventris,2505,102,198,,0.044300001,2.59739995,0.988433599,TL,0.988433599,56523,
elongated,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,armatus,10140,23.79999924,47.5,89,0.00794,2.599999905,0.980100036,TL,0.980100036,53519,53519
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,8,14.69999981,575,0.0174,2.601399899,0.850000024,TL,0.850000024,86715,86715
elongated,Actinopterygii,Perciformes,Chaenopsidae,Acanthemblemaria,crockeri,46704,1.610000014,4.510000229,63,0.00957,2.627000093,0.913935959,TL,0.913935959,59088,59088
elongated,Actinopterygii,Atheriniformes,Atherinidae,Atherina,boyeri,1696,3.299999952,8.699999809,251,0.0185,2.627000093,0.828100026,TL,0.828100026,36159,36159
elongated,Actinopterygii,Siluriformes,Claroteidae,Parauchenoglanis,monkei,9355,4.800000191,13.5,147,0.031199999,2.627000093,0.88172102,TL,0.88172102,11363,11363
elongated,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,chrysotaenia,16905,12.60000038,23.10000038,54,0.0124,2.631999969,0.958440959,TL,0.958440959,42805,42805
elongated,Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides,cinereus,8473,,,,0.01049,2.638499975,0.532900035,TL,0.532900035,75007,
elongated,Actinopterygii,Clupeiformes,Engraulidae,Stolephorus,waitei,578,6,11,797,0.0146,2.638999939,,TL,0.7,53993,53993
elongated,Actinopterygii,Atheriniformes,Atherinidae,Atherina,boyeri,1696,7.699999809,12.89999962,442,0.015900001,2.660000086,0.825999975,TL,0.825999975,59105,59105
elongated,Actinopterygii,Osmeriformes,Bathylagidae,Leuroglossus,schmidti,9462,9,14.89999962,155,0.0166,2.660000086,0.862999976,TL,0.862999976,80637,80637
elongated,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,natalis,3021,2.5,35.59999847,371,0.035500001,2.660000086,,TL,0.7,3672,
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,7,17,392,0.0156,2.661000013,0.959999979,TL,0.959999979,86727,86727
elongated,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,galeus,4642,94,169,510,0.0188,2.667099953,0.737200022,TL,0.737200022,45059,
elongated,Actinopterygii,Siluriformes,Aspredinidae,Aspredinichthys,tibicen,7520,15.30000019,25.29999924,102,0.0049,2.670000076,0.941999972,TL,0.941999972,83865,83865
elongated,Elasmobranchii,Rajiformes,Rhinobatidae,Rhinobatos,annulatus,5509,,,,0.013,2.670000076,,TL,0.5,3678,3670
elongated,Actinopterygii,Siluriformes,Clariidae,Clarias,buthupogon,2095,12.80000019,34.09999847,72,0.021600001,2.676000118,0.933156013,TL,0.933156013,11363,11363
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,8.399999619,12,17,0.00932,2.678999901,0.902499974,TL,0.902499974,59099,59099
elongated,Actinopterygii,Gadiformes,Lotidae,Lota,lota,310,9,64.19999695,34,0.01,2.680999994,0.985000014,TL,0.985000014,88165,88165
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,,,100,0.035700001,2.690000057,0.995999992,FL,0.995999992,74705,89788
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,productus,326,,,,0.020400001,2.694999933,,FL,0.5,1046,1046
elongated,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,jello,4827,21.60000038,93.19999695,32,0.02,2.70600009,0.996004045,TL,0.996004045,28688,28688
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,6.5,14.10000038,,0.0118,2.710099936,0.959999979,TL,0.959999979,91537,91537
elongated,Actinopterygii,Gadiformes,Macrouridae,Coelorinchus,marinii,7132,,,,0.0104,2.714999914,,TL,0.5,55926,
elongated,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,armatus,10140,14.80000019,41.70000076,128,0.00501,2.720000029,0.980100036,TL,0.980100036,53519,53519
elongated,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,galeus,4642,,,,0.018100001,2.720000029,,FL,0.5,9072,
elongated,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,jello,4827,21.60000038,85,38,0.018999999,2.720999956,0.980100036,TL,0.980100036,28688,28688
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,31,68.59999847,49,0.021036999,2.72300005,0.910116017,TL,0.910116017,57885,
elongated,Actinopterygii,Notacanthiformes,Notacanthidae,Notacanthus,chemnitzii,2661,36,85,30,0.007169,2.724400043,0.839972198,TL,0.839972198,56467,
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,5.5,15.5,,0.0146,2.726399899,0.981090188,FL,0.981090188,56510,
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,7.699999809,14.69999981,26,0.0128,2.727999926,0.948675931,TL,0.948675931,50932,50932
elongated,Actinopterygii,Siluriformes,Clariidae,Clarias,gariepinus,1934,,,,0.021,2.737999916,,TL,0.5,52846,53212
elongated,Actinopterygii,Gadiformes,Macrouridae,Coelorinchus,caelorhincus,1726,9,21.60000038,208,0.0065,2.74000001,0.779999971,TL,0.779999971,57058,57058
elongated,Actinopterygii,Esociformes,Esocidae,Esox,reichertii,4638,22,96,,0.0253,2.74029994,0.946339846,FL,0.946339846,75262,
elongated,Actinopterygii,Perciformes,Carangidae,Scomberoides,tol,1953,3.5,28,236,0.0174,2.746000051,0.986048937,FL,0.986048937,26587,26587
elongated,Actinopterygii,Gadiformes,Moridae,Laemonema,longipes,2014,,,3164,0.0111,2.749900103,,TL,0.6,56410,
elongated,Actinopterygii,Siluriformes,Claroteidae,Parauchenoglanis,ngamensis,9275,,,,0.022,2.75,,TL,0.5,52846,52846
elongated,Actinopterygii,Esociformes,Esocidae,Esox,americanus vermiculatus,2710,,,123,0.0114,2.752000093,,TL,0.6,3672,3846
elongated,Actinopterygii,Myctophiformes,Myctophidae,Lepidophanes,guentheri,6591,,,,0.00923,2.755000114,,TL,0.5,55926,
elongated,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,mustelus,4996,38,75,16,0.00624,2.757999897,0.937023997,TL,0.937023997,13715,13715
elongated,Actinopterygii,Siluriformes,Pangasiidae,Pseudolais,pleurotaenia,14211,7.199999809,27,34,0.0137,2.757999897,0.980001032,TL,0.980001032,37771,37771
elongated,Actinopterygii,Siluriformes,Pangasiidae,Pangasius,macronema,14194,14.80000019,22.79999924,11,0.0186,2.759000063,0.960113823,TL,0.960113823,37771,37771
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,hubbsi,325,25,86,60,0.016899999,2.759399891,0.945200026,TL,0.945200026,45059,
elongated,Actinopterygii,Perciformes,Istiophoridae,Makaira,nigricans,216,92,220,73,0.025699999,2.75999999,,FL,0.7,8571,8580
elongated,Actinopterygii,Acipenseriformes,Polyodontidae,Polyodon,spathula,174,,,,0.039500002,2.769999981,,FL,0.5,6430,6430
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,6.599999905,14.89999962,,0.0102,2.770400047,,TL,0.7,91537,91537
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,,,,0.015799999,2.779000044,,TL,0.5,3672,3831
elongated,Elasmobranchii,Squaliformes,Squalidae,Squalus,megalops,711,,,,0.0116,2.779999971,,TL,0.5,3678,3670
elongated,Actinopterygii,Perciformes,Carangidae,Seriola,fasciata,1006,39,63,5,0.043299999,2.779999971,,TL,0.7,7193,7193
elongated,Actinopterygii,Gymnotiformes,Gymnotidae,Gymnotus,carapo,10915,,,,0.00521,2.780999899,,TL,0.5,10884,10884
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,,,,0.0116,2.782000065,,FL,0.5,9074,9074
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,7.699999809,12.69999981,126,0.0128,2.785000086,0.954999983,TL,0.954999983,59118,59118
elongated,Actinopterygii,Perciformes,Carangidae,Scomberoides,tol,1953,3.299999952,37,189,0.01543,2.787480116,0.986048937,FL,0.986048937,55787,55787
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,hubbsi,325,30,94,1593,0.016100001,2.788399935,0.948199987,TL,0.948199987,45059,
elongated,Actinopterygii,Cypriniformes,Cobitidae,Misgurnus,anguillicaudatus,3016,5.300000191,16.70000076,95,0.0085,2.789999962,0.972000003,TL,0.972000003,89110,
elongated,Actinopterygii,Gymnotiformes,Gymnotidae,Gymnotus,carapo,10915,,,,0.00508,2.796000004,,TL,0.5,10884,10884
elongated,Actinopterygii,Aulopiformes,Synodontidae,Saurida,undosquamis,1055,12.80000019,36.40000153,79,0.0105,2.799999952,0.939999998,TL,0.939999998,86708,86708
elongated,Actinopterygii,Perciformes,Trichiuridae,Evoxymetopon,taeniatus,7498,19.89999962,90.5,24,0.00193,2.802000046,0.984063983,TL,0.984063983,39376,39376
elongated,Actinopterygii,Cypriniformes,Cyprinidae,Luciobarbus,microcephalus,9592,20,40.29999924,31,0.018999999,2.805000067,,TL,0.7,55769,55769
elongated,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,lewini,912,105,235,,0.0126,2.809999943,,TL,0.7,6084,6084
elongated,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,jello,4827,,,,0.014,2.809999943,,FL,0.5,3678,3670
elongated,Actinopterygii,Siluriformes,Pangasiidae,Pangasius,macronema,14194,12,17.60000038,32,0.0055,2.810899973,0.951799989,TL,0.951799989,85454,85454
elongated,Holocephali,Chimaeriformes,Chimaeridae,Chimaera,monstrosa,2503,13.10000038,75.30000305,17,0.0028,2.819999933,0.980000019,TL,0.980000019,57058,57058
elongated,Actinopterygii,Perciformes,Gempylidae,Thyrsites,atun,489,,,,0.0117,2.819999933,,FL,0.5,9072,12154
elongated,Actinopterygii,Siluriformes,Clariidae,Clarias,ebriensis,2105,8.300000191,27,127,0.012759,2.82171011,0.919489145,TL,0.919489145,57961,
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,sturio,2066,75.5,352,72,0.0155,2.822999954,,TL,0.7,268,
elongated,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,galeus,4642,,,,0.0109,2.829999924,,TL,0.5,3678,3670
elongated,Actinopterygii,Clupeiformes,Engraulidae,Pterengraulis,atherinoides,550,3.200000048,15.60000038,198,0.0081,2.830899954,0.975000024,TL,0.975000024,83806,83806
elongated,Actinopterygii,Perciformes,Percophidae,Bembrops,heterurus,4934,11.30000019,24,23,0.009802,2.832999945,0.988036036,TL,0.988036036,39376,39376
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,7.599999905,14.60000038,363,0.0093,2.834500074,0.980000019,TL,0.980000019,91092,
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,6,18,,0.0101,2.835999966,,FL,0.7,9074,9074
elongated,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Cephalurus,cephalus,803,2,29.5,40,0.008301,2.839999914,0.990024984,TL,0.990024984,53776,53776
elongated,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,galeus,4642,,,,0.0104,2.839999914,,FL,0.5,9072,
elongated,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,barracuda,1235,32,135,37,0.0108,2.839999914,,TL,0.7,11824,1277
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,10.5,14.89999962,513,0.0116,2.839999914,0.939999998,FL,0.939999998,90201,90201
elongated,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,barracuda,1235,,,,0.019200001,2.839999914,,FL,0.5,3678,3670
elongated,Actinopterygii,Acipenseriformes,Polyodontidae,Polyodon,spathula,174,53.29999924,127,,0.00736,2.842000008,,TL,0.7,3672,3761
elongated,Actinopterygii,Siluriformes,Claroteidae,Chrysichthys,auratus,2443,7.099999905,26.89999962,313,0.012573,2.843679905,0.950819969,TL,0.950819969,57961,
elongated,Actinopterygii,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,1825,,,,0.006,2.849999905,,TL,0.5,9072,12167
elongated,Actinopterygii,Atheriniformes,Atherinidae,Atherina,boyeri,1696,2.5,10.60000038,385,0.0095,2.849999905,0.981000006,TL,0.981000006,59118,59118
elongated,Actinopterygii,Acipenseriformes,Polyodontidae,Polyodon,spathula,174,,,,0.037,2.849999905,0.859328985,FL,0.859328985,5734,5734
elongated,Actinopterygii,Siluriformes,Amphiliidae,Amphilius,natalensis,8381,,,193,0.0113,2.851999998,0.944783986,TL,0.944783986,51405,51405
elongated,Actinopterygii,Osmeriformes,Bathylagidae,Lipolagus,ochotensis,12542,7.900000095,17.29999924,270,0.0132,2.852999926,0.958000004,TL,0.958000004,80637,80637
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,32.5,110,18,0.010864,2.854000092,0.972195983,TL,0.972195983,57885,
elongated,Actinopterygii,Ophidiiformes,Ophidiidae,Raneya,brasiliensis,51193,4.099999905,28.5,114,0.0078,2.859999895,0.977999985,TL,0.977999985,83872,83872
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,4.800000191,10.89999962,156,0.008,2.859999895,0.931224942,TL,0.931224942,42053,42053
elongated,Actinopterygii,Siluriformes,Clariidae,Clarias,agboyiensis,2098,,,61,0.0101,2.859999895,0.970225036,TL,0.970225036,31579,31579
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,mordax,1664,7,15,71,0.011,2.859999895,0.915000021,TL,0.915000021,86316,
elongated,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,flavicauda,7937,5.5,35.5,44,0.00822,2.861000061,0.927368999,FL,0.927368999,26587,26587
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,5.800000191,11.5,55,0.0155,2.865999937,0.975000024,TL,0.975000024,59118,59118
elongated,Actinopterygii,Aulopiformes,Synodontidae,Saurida,tumbil,6479,,,,0.018999999,2.865999937,,TL,0.5,32969,32969
elongated,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,obtusata,4493,12,50,,0.0095,2.868000031,0.996004045,FL,0.996004045,12260,12260
elongated,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,obtusata,4493,,,581,0.007,2.869999886,,TL,0.6,52110,52110
elongated,Actinopterygii,Gadiformes,Macrouridae,Macrourus,berglax,331,,,96,0.0147,2.872999907,0.972195983,TL,0.972195983,13526,13526
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,hubbsi,325,20.20000076,75.5,711,0.010212,2.874000072,0.974168956,TL,0.974168956,39376,39376
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,38.5,81,117,0.010568,2.874000072,0.95648396,TL,0.95648396,57885,
elongated,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,barracuda,1235,19,59.5,198,0.00981,2.875,0.95648396,FL,0.95648396,26587,26587
elongated,Actinopterygii,Gadiformes,Lotidae,Lota,lota,310,9.300000191,41.79999924,28,0.0105,2.875,0.99000001,TL,0.99000001,88166,88166
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Huso,huso,2067,121,270,,0.0136,2.879300117,0.973999977,TL,0.973999977,56523,
elongated,Actinopterygii,Siluriformes,Claroteidae,Chrysichthys,auratus,2443,9,24,70,0.016000001,2.880000114,0.948675931,TL,0.948675931,11363,11937
elongated,Actinopterygii,Cypriniformes,Nemacheilidae,Paracobitis,malapterura,22889,3.380000114,8.800000191,48,0.006,2.881000042,0.984063983,TL,0.984063983,59087,59087
elongated,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,bemisi,60030,31.10000038,86.40000153,643,0.00936,2.88499999,0.970225036,TL,0.970225036,52469,52469
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,sturio,2066,,,,0.00948,2.88499999,,TL,0.5,52318,52318
elongated,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,grypus,54808,,,,0.0113,2.888000011,,TL,0.5,59113,59113
elongated,Actinopterygii,Siluriformes,Aspredinidae,Aspredinichthys,tibicen,7520,3.099999905,24.29999924,116,0.00192,2.890000105,0.976143956,TL,0.976143956,80009,80009
elongated,Actinopterygii,Siluriformes,Ictaluridae,Pylodictis,olivaris,3051,5.099999905,30.5,3564,0.0138,2.890000105,,TL,0.7,3672,3774
elongated,Actinopterygii,Atheriniformes,Atherinidae,Atherina,boyeri,1696,2.5,10.69999981,158,0.0096,2.891000032,0.980892181,TL,0.980892181,50932,50932
elongated,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,cirratum,2532,23,107,16,0.0106,2.89199996,0.930000007,TL,0.930000007,6937,6937
elongated,Actinopterygii,Clupeiformes,Engraulidae,Stolephorus,indicus,569,13.5,16,80,0.0104,2.894000053,0.734448969,TL,0.734448969,3225,3225
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,6.800000191,14.89999962,,0.0075,2.894999981,0.920000017,TL,0.920000017,91537,91537
elongated,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,natalis,3021,9.699999809,29.79999924,144,0.031800002,2.900399923,0.970000029,TL,0.970000029,85769,85769
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,,,,0.0119,2.90199995,,TL,0.5,3672,3831
elongated,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,putnamae,7938,20,104,226,0.00834,2.903000116,0.992015958,FL,0.992015958,26587,26587
elongated,Actinopterygii,Perciformes,Channidae,Parachanna,obscura,5467,3.799999952,33.90000153,192,0.0098,2.904000044,0.980100036,TL,0.980100036,11363,11363
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,26,66,134,0.0113,2.904299974,0.980892181,TL,0.980892181,56502,
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,6.5,13.80000019,,0.0074,2.906699896,0.949999988,TL,0.949999988,91537,91537
elongated,Actinopterygii,Perciformes,Blenniidae,Plagiotremus,tapeinosoma,6072,5.5,9,10,0.00566,2.90831995,0.848241031,FL,0.848241031,55787,55787
elongated,Actinopterygii,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,agassizi,1808,8.5,15.5,6,0.00786,2.90899992,0.921599984,TL,0.921599984,50427,
elongated,Actinopterygii,Perciformes,Trichiuridae,Lepturacanthus,savala,8314,10.19999981,37.5,,0.00112,2.910000086,0.937023997,TL,0.937023997,48461,48461
elongated,Actinopterygii,Gadiformes,Lotidae,Lota,lota,310,24,112,,0.0107,2.912699938,0.961380243,TL,0.961380243,56484,
elongated,Actinopterygii,Aulopiformes,Synodontidae,Harpadon,nehereus,260,4,38,,0.0058,2.914999962,,TL,0.7,1393,1393
elongated,Actinopterygii,Gadiformes,Moridae,Laemonema,longipes,2014,,,6097,0.0059,2.919500113,,TL,0.6,56410,
elongated,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Poroderma,africanum,835,,,,0.00802,2.920000076,,TL,0.5,3678,3670
elongated,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,barracuda,1235,34,116,59,0.0222,2.920000076,,TL,0.7,11824,1277
elongated,Actinopterygii,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,1825,30.5,107,1325,0.00397,2.921999931,0.978121042,TL,0.978121042,52469,52469
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,,,,0.00944,2.926000118,,FL,0.5,3672,3765
elongated,Actinopterygii,Aulopiformes,Paralepididae,Sudis,hyalina,2047,,,,0.00128,2.927999973,,TL,0.5,55926,
elongated,Actinopterygii,Osmeriformes,Argentinidae,Argentina,sphyraena,20,7.5,20.70000076,238,0.0062,2.930000067,0.930000007,TL,0.930000007,57058,57058
elongated,Actinopterygii,Osmeriformes,Bathylagidae,Leuroglossus,schmidti,9462,9.699999809,16.79999924,270,0.00863,2.930000067,0.876999974,TL,0.876999974,80637,80637
elongated,Actinopterygii,Cypriniformes,Cyprinidae,Parachondrostoma,miegii,62725,3.5,15.69999981,96,0.01,2.930000067,0.984063983,TL,0.984063983,71904,71904
elongated,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,putnamae,7938,19.5,104,226,0.00754,2.93069005,0.988036036,FL,0.988036036,55787,55787
elongated,Actinopterygii,Gadiformes,Moridae,Laemonema,longipes,2014,,,9261,0.0056,2.931099892,,TL,0.6,56410,
elongated,Actinopterygii,Aulopiformes,Synodontidae,Saurida,undosquamis,1055,6.5,33,893,0.0116,2.933000088,0.923521042,FL,0.923521042,26587,26587
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,hubbsi,325,16.60000038,50.5,151,0.009,2.937000036,0.967000008,TL,0.967000008,55642,55642
elongated,Actinopterygii,Gymnotiformes,Rhamphichthyidae,Rhamphichthys,rostratus,28040,30,103,37,0.002,2.940000057,0.900601029,TL,0.900601029,26147,26147
elongated,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Galeus,polli,811,,,94,0.0032,2.940000057,0.846400023,TL,0.846400023,57682,57682
elongated,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,galeus,4642,,,,0.0061,2.940000057,,FL,0.5,9072,
elongated,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,galeus,4642,,,,0.0068,2.940000057,,FL,0.5,9072,12175
elongated,Actinopterygii,Perciformes,Gempylidae,Thyrsites,atun,489,,,,0.0074,2.940000057,,FL,0.5,9072,12154
