"","australian_source","caab","class","order","family","subfamily","genus","species","scientific_name","australian_common_name","global_region","marine_region","global_source","fb_code","fb_length_at_maturity_cm","fb_length_weight_measure","fb_a","fb_b","fb_a_ll","fb_b_ll","fb_length_weight_source","fb_vulnerability","fb_countries","fb_status","length_max_cm","length_max_type","length_max_source","fb_trophic_level","fb_trophic_level_se","fb_trophic_level_source","foa_min_depth","foa_max_depth","rls_trophic_group","rls_water_column","rls_substrate_type","rls_thermal_niche","local_source","epbc_threat_status","iucn_ranking","fishing_mortality","fishing_type","min_legal_nt","max_legal_nt","min_legal_wa","max_legal_wa","min_legal_qld","max_legal_qld","min_legal_nsw","max_legal_nsw","min_legal_vic","max_legal_vic","min_legal_sa","max_legal_sa","min_legal_tas","max_legal_tas"
"35","CAAB","37129001","Actinopterygii","Aulopiformes","Anotopteridae",NA,"Anotopterus","vorax","Anotopterus vorax","Southern Daggertooth","Australia","NW","FishBase","60528",NA,NA,0.00224,3.14,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",76.86,"Australia, Chile, Kerguelen Is., Madagascar, New Caledonia, New Zealand, South Africa, Antarctica","native",105,NA,"Fishbase","4.5","0.80","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","CAAB","37136001","Actinopterygii","Ateleopodiformes","Ateleopodidae",NA,"Ateleopus","japonicus","Ateleopus japonicus","Pacific Jellynose Fish","Australia","NW, SE, N, SW, CS, TE","FishBase","7281",NA,NA,0.00389,3.12,NA,NA,"Based on all LWR estimates for this body shape.",69.54,"Australia, China, Chinese Taipei, Japan, Korea (South), Malaysia, New Caledonia, Philippines, Viet Nam","native",95,NA,"Fishbase","4.2","0.73","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","CAAB","37188001","Actinopterygii","Siluriformes","Ariidae","Ariinae","Netuma","thalassina","Netuma thalassina","Giant Sea Catfish","Australia","NW, N, TE, CS, SW","FishBase","10220",36.3333333333333,"TL",0.004,3.293,0,1.14398002624512,"Species specific",47.65,"Australia, Myanmar, Cambodia, Sri Lanka, China, Chinese Taipei, Djibouti, Hong Kong, India, Indonesia, Iran, Iraq, Japan, Kuwait, Malaysia, Mozambique, Oman, Pakistan, Philippines, Saudi Arabia, Singapore, Viet Nam, Somalia, Sudan, Thailand, Egypt, Tanzania, Yemen, Eritrea, Andaman Is.","native",185,NA,"Fishbase","3.5","0.2","based on diet studies",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,"Y","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","CAAB","37188002","Actinopterygii","Siluriformes","Ariidae","Ariinae","Netuma","bilineata","Netuma bilineata","Two-line Sea Catfish","Australia","NW, N, TE, CS","FishBase","11740",NA,NA,0.00794,3.07,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",56,"Australia, Bahrain, Cambodia, Sri Lanka, China, India, Indonesia, Iraq, Japan, Kuwait, Oman, Papua New Guinea, Qatar, Saudi Arabia, Viet Nam, Thailand, United Arab Em., Andaman Is.","native",90,NA,"Fishbase","3.8","0.49","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","CAAB","37188003","Actinopterygii","Siluriformes","Ariidae","Ariinae","Plicofollis","argyropleuron","Plicofollis argyropleuron","Longsnout Catfish","Australia","N, NW, CS, TE","FishBase","11739",NA,"TL",0.2539,2.1002,0,1.14786005020142,"Species specific",40,"Australia, Brunei Darsm, India, Indonesia, Malaysia, Papua New Guinea, Philippines, Thailand","native",50,NA,"Fishbase","3.8","0.2","based on diet studies",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","CAAB","37188005","Actinopterygii","Siluriformes","Ariidae","Ariinae","Neoarius","graeffei","Neoarius graeffei","Blue Catfish","Australia","SW, NW, N, TE, CS","FishBase","22590",NA,NA,0.00794,3.07,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",49.28,"Australia, Indonesia, Papua New Guinea","native",60,"SL","Fishbase","3.6","0.2","based on diet studies","1","10",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern","Y","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","CAAB","37188006","Actinopterygii","Siluriformes","Ariidae","Ariinae","Neoarius","leptaspis","Neoarius leptaspis","Boofhead Catfish","Australia","N, CS, NW","FishBase","12090",NA,NA,0.00794,3.07,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",49.28,"Australia, Indonesia, Papua New Guinea, Philippines","native",60,NA,"Fishbase","4.2","0.0","based on diet studies",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","CAAB","37188007","Actinopterygii","Siluriformes","Ariidae","Ariinae","Hexanematichthys","mastersi","Hexanematichthys mastersi","Masters' Catfish","Australia","NW, N","FishBase","24599",NA,NA,0.00468,3.13,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",40.4,"Australia, Papua New Guinea","native",51,NA,"Fishbase","3.4","0.40","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","CAAB","37188008","Actinopterygii","Siluriformes","Ariidae","Ariinae","Netuma","proxima","Netuma proxima","Arafura Catfish","Australia","NW, N, TE, CS","FishBase","24600",NA,NA,0.00794,3.07,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",42.45,"Australia, Papua New Guinea","native",46,NA,"Fishbase","4.1","0.3","based on diet studies",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","CAAB","37188012","Actinopterygii","Siluriformes","Ariidae","Ariinae","Neoarius","berneyi","Neoarius berneyi","Highfin Catfish","Australia","N, NW, CS","FishBase","22589",NA,NA,0.00794,3.07,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",41.96,"Australia, Papua New Guinea","native",45,"SL","Fishbase","3.1","0.44","based on food items","1","20",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","CAAB","37188013","Actinopterygii","Siluriformes","Ariidae","Ariinae","Plicofollis","nella","Plicofollis nella","Shieldhead Catfish","Australia","N, CS","FishBase","23383",NA,NA,0.00794,3.07,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",37,"Australia, China, Hong Kong, Indonesia, Malaysia, Papua New Guinea, Philippines, Singapore, Viet Nam, Thailand","native",47,NA,"Fishbase","3.7","0.3","based on size and trophs of closest relative",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","CAAB","37188014","Actinopterygii","Siluriformes","Ariidae","Ariinae","Cinetodus","froggatti","Cinetodus froggatti","Smallmouth Catfish","Australia","N","FishBase","10401",NA,NA,0.00468,3.13,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",43.42,"Australia, Indonesia, Papua New Guinea","native",48,"TL","Fishbase","3.2","0.44","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","CAAB","37188016","Actinopterygii","Siluriformes","Ariidae","Ariinae","Hemiarius","dioctes","Hemiarius dioctes","Warrior Catfish","Australia","N","FishBase","60002",NA,NA,0.01,3.04,NA,NA,"Based on all LWR estimates for this body shape.",87.84,"Australia, Indonesia, Papua New Guinea","native",120,NA,"Fishbase","3.8","0.4","based on size and trophs of closest relative",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","CAAB","37192004","Actinopterygii","Siluriformes","Plotosidae",NA,"Euristhmus","lepturus","Euristhmus lepturus","Longtail Catfish","Australia","CS, TE","FishBase","6644",NA,NA,0.00457,3.07,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",36,"Australia, Indonesia, Papua New Guinea","native",46,"TL","Fishbase","3.5","0.6","based on size and trophs of closest relative","1","50",NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","CAAB","37192005","Actinopterygii","Siluriformes","Plotosidae",NA,"Paraplotosus","albilabris","Paraplotosus albilabris","Whitelip Catfish","Australia","N, CS, SW, NW, TE","FishBase","12097",NA,NA,0.00457,3.07,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",80.4,"Australia, Indonesia, Malaysia, Papua New Guinea, Philippines, Singapore, Viet Nam","native",143,"TL","Fishes of Australia","3.4","0.54","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,"Y","B/C/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","CAAB","37192013","Actinopterygii","Siluriformes","Plotosidae",NA,"Plotosus","canius","Plotosus canius","Eel Catfish","Australia","NW, N","FishBase","8167",NA,NA,0.00877,2.825,NA,NA,"Species specific",66.66,"Australia, Bangladesh, Brunei Darsm, Myanmar, Cambodia, Sri Lanka, Fiji, India, Indonesia, Japan, Laos, Malaysia, Papua New Guinea, Philippines, Singapore, Viet Nam, Thailand, Andaman Is.","native",150,"TL","Fishes of Australia","3.8","0.4","based on diet studies","1","20",NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","CAAB","37192015","Actinopterygii","Siluriformes","Plotosidae",NA,"Tandanus","bostocki","Tandanus bostocki","Freshwater Cobbler","Australia","SW","FishBase","12099",NA,NA,0.01,3.04,NA,NA,"Based on all LWR estimates for this body shape.",40,"Australia","endemic",50,"TL","Fishbase","3.5","0.6","based on size and trophs of closest relative",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","CAAB","37208003","Actinopterygii","Lophiiformes","Lophiidae",NA,"Lophiodes","mutilus","Lophiodes mutilus","Smooth Goosefish","Australia","SE, TE, CS, NW","FishBase","7516",NA,NA,0.01995,2.99,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",35,"Australia, Sri Lanka, Chinese Taipei, India, Indonesia, Japan, Madagascar, Mozambique, Vanuatu, Papua New Guinea, Philippines, La Reunion Is., Somalia, South Africa, Tanzania, Wallis Futuna, Andaman Is.","native",45,NA,"Fishbase","4.2","0.73","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","CAAB","37209011","Actinopterygii","Lophiiformes","Brachionichthyidae",NA,"Pezichthys","amplispinus","Pezichthys amplispinus","a handfish","Australia","SE, TE","FishBase","65092",NA,NA,0.00389,3.12,NA,NA,"Based on all LWR estimates for this body shape.",10,"Australia","native",60,"TL","Fishes of Australia","3.4","0.6","based on size and trophs of closest relative","74","121",NA,NA,NA,NA,"Harvey et al 2020",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","CAAB","37210018","Actinopterygii","Lophiiformes","Antennariidae",NA,"Antennarius","commerson","Antennarius commerson","Giant Anglerfish","Australia","CS, SW, TE","FishBase","7293",NA,NA,0.01995,3.01,NA,NA,"Based on all LWR estimates for this body shape.",35,"American Samoa, Australia, Chinese Taipei, Colombia, Ecuador, French Polynesia, Guam, Hong Kong, Indonesia, Israel, Japan, Jordan, Maldives, Mauritius, Mozambique, New Caledonia, Palau, Panama, Papua New Guinea, Philippines, La Reunion Is., Seychelles, South Africa, Thailand, Hawaii, Samoa, Andaman Is., Ogasawara Is., Lord Howe I.","native",45,"TL","Fishbase","4.2","0.73","based on food items","1","45",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","CAAB","37210032","Actinopterygii","Lophiiformes","Antennariidae",NA,"Porophryne","erythrodactylus","Porophryne erythrodactylus","a frogfish","Australia","TE","FishBase","69368",NA,NA,0.01,3.04,NA,NA,"Based on all LWR estimates for this body shape.",10,"Australia","native",75,"SL","Fishes of Australia","3.6","0.6","based on size and trophs of closest relative","6","24",NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","CAAB","37215002","Actinopterygii","Lophiiformes","Himantolophidae",NA,"Himantolophus","albinares","Himantolophus albinares","a footballfish","Australia","SE","FishBase","16888",NA,NA,0.01995,3.01,NA,NA,"Based on all LWR estimates for this body shape.",13.18,"French Guiana, Iceland, New Caledonia, Madeira Is., Suriname",NA,46.5,"SL","Fishes of Australia","4.2","0.73","based on food items","330","1950",NA,NA,NA,NA,"Harvey et al 2020",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","CAAB","37217003","Actinopterygii","Lophiiformes","Gigantactinidae",NA,"Gigantactis","gargantua","Gigantactis gargantua","a whipnose anglerfish","Australia","SE","FishBase","23261",NA,NA,0.01,3.04,NA,NA,"Based on all LWR estimates for this body shape.",31,"Australia, Chinese Taipei, Japan, USA, Hawaii","native",41,"TL","Fishbase","4.3","0.7","based on size and trophs of closest relative","500","1300",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","CAAB","37220002","Actinopterygii","Lophiiformes","Ceratiidae",NA,"Ceratias","holboelli","Ceratias holboelli","Longray Seadevil","Australia","SW, TE","FishBase","4572",NA,NA,0.01995,3.01,NA,NA,"Based on all LWR estimates for this body shape.",72,"Australia, Brazil, Solomon Is., Canada, China, Chinese Taipei, Cuba, France, Greenland, Iceland, Japan, Mexico, Namibia, New Zealand, Papua New Guinea, South Africa, Spain, UK, USA, Hawaii","native",120,"TL","Fishes of Australia","3.2","0.40","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","CAAB","37224002","Actinopterygii","Gadiformes","Moridae",NA,"Mora","moro","Mora moro","Ribaldo","Australia","SW, SE, TE","FishBase","1734",NA,"FL",0.0107,3.0084,0,1,"Species specific",68.93,"Albania, Algeria, Australia, Bosnia Herzegov., Chile, Juan Fernández, Croatia, Faeroe Is., France, Amsterdam I., St Paul I., Greece, Iceland, Ireland, Israel, Italy, Madagascar, Malta, Mauritania, Monaco, Montenegro, Morocco, New Caledonia, New Zealand, Kermadec Is., Portugal, Madeira Is., Azores Is., Slovenia, Spain, Canary Is., West Sahara, Tunisia, Turkey, UK","native",80,"TL","Fishbase","3.8","0.55","based on food items","440","1175",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern","Y","B/C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","CAAB","37224003","Actinopterygii","Gadiformes","Moridae",NA,"Pseudophycis","barbata","Pseudophycis barbata","Bearded Rock Cod","Australia","SE, SW","FishBase","2021",NA,NA,0.00398,3.1,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",45.2,"Australia, New Zealand","native",64,"SL","Fishes of Australia","3.5","0.50","based on food items","1","275","benthic invertivore","Demersal","Hard bottom",14.38595,"Harvey et al 2020",NA,NA,"Y","C/R",NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,NA
"61","CAAB","37224005","Actinopterygii","Gadiformes","Moridae",NA,"Lotella","rhacina","Lotella rhacina","Largetooth Beardie","Australia","SW, SE, TE","FishBase","24895",NA,NA,0.00398,3.1,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",40,"Australia, New Zealand, Kermadec Is., Lord Howe I.","native",66,NA,"BRUV Expert","3.5","0.5","based on size and trophs of closest relative","2","90","higher carnivore","Demersal","Hard bottom",18.23479,"Harvey et al 2020",NA,"Least Concern","Y","C/R",NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,NA
"62","CAAB","37224008","Actinopterygii","Gadiformes","Moridae",NA,"Antimora","rostrata","Antimora rostrata","Violet Cod","Australia","SW, Macquarie Island, SE, TE, Lord Howe","FishBase","2005",44.0666669209798,"TL",0.00225,3.299,NA,NA,"Species specific",70.93,"Angola, Argentina, Australia, Bahamas, Bouvet I., Brazil, Canada, Chile, Colombia, Congo, Congo Dem Rp, Costa Rica, Ecuador, Galapagos Is., Falkland Is., France, Crozet Is., Kerguelen Is., Greenland, Iceland, Ireland, Madagascar, Mozambique, Namibia, New Zealand, Panama, Peru, South Africa, Spain, USA, Alaska, Uruguay, South Orkney Is.","native",75,"SL","Fishbase","3.6","0.47","based on food items","400","3000",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","CAAB","37224009","Actinopterygii","Gadiformes","Moridae",NA,"Halargyreus","johnsonii","Halargyreus johnsonii","Slender Cod","Australia","SW, SE, TE","FishBase","2012",NA,NA,0.00398,3.1,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",42.4,"Argentina, Australia, Canada, Chile, Faeroe Is., Falkland Is., S. Georg. Sandw., France, Crozet Is., Kerguelen Is., Greenland, Iceland, Ireland, Japan, New Zealand, Madeira Is., Russia, Spain, UK, USA, Alaska","native",56,NA,"Fishbase","3.4","0.47","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","CAAB","37224010","Actinopterygii","Gadiformes","Moridae",NA,"Lepidion","microcephalus","Lepidion microcephalus","Smallhead Cod","Australia","SW, SE, TE","FishBase","14053",NA,NA,0.00398,3.1,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",38,"Australia, New Zealand","native",48,NA,"Fishbase","3.5","0.5","based on size and trophs of closest relative",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","CAAB","37224017","Actinopterygii","Gadiformes","Moridae",NA,"Lepidion","schmidti","Lepidion schmidti","Schmidt's Cod","Australia","Lord Howe, Macquarie Island, SE, TE","FishBase","23148",NA,"TL",0.00459,3.218,NA,NA,"Species specific",62.22,"Australia, Crozet Is., Kerguelen Is., Japan, New Zealand, Kermadec Is.","native",85,NA,"Fishbase","3.6","0.5","based on size and trophs of closest relative",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","CAAB","37224018","Actinopterygii","Gadiformes","Moridae",NA,"Lepidion","inosimae","Lepidion inosimae","Giant Cod","Australia","SW, SE, TE","FishBase","23146",NA,NA,0.01,3.04,NA,NA,"Based on all LWR estimates for this body shape.",49.52,"Australia, Japan, New Caledonia, New Zealand, Hawaii","native",60.5,NA,"Fishbase","3.5","0.5","based on size and trophs of closest relative",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","CAAB","37227001","Actinopterygii","Gadiformes","Macruronidae",NA,"Macruronus","novaezelandiae","Macruronus novaezelandiae","Blue Grenadier","Australia","SW, SE, TE","FishBase","1825",65,"TL",0.00397,2.922,NA,NA,"Species specific",65.88,"Australia, New Zealand, Kermadec Is.","native",130,NA,"Fishes of Australia","4.5","0.2","based on diet studies","2","715;",NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","CAAB","37227002","Actinopterygii","Gadiformes","Merlucciidae",NA,"Merluccius","australis","Merluccius australis","Southern Hake","Australia","SE, TE","FishBase","322",73.966667175293,"TL",0.00395,3.13,NA,NA,"Species specific",56.23,"Argentina, Australia, Chile, New Zealand, Uruguay","native",155,NA,"Fishbase","4.3","0.74","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","CAAB","37232001","Actinopterygii","Gadiformes","Macrouridae",NA,"Coelorinchus","australis","Coelorinchus australis","Southern Whiptail","Australia","SE, SW, TE","FishBase","8442",NA,NA,0.00214,3.18,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",42,"Australia","endemic",55,NA,"Fishbase","4.1","0.61","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","CAAB","37232002","Actinopterygii","Gadiformes","Macrouridae",NA,"Coelorinchus","fasciatus","Coelorinchus fasciatus","Banded Whiptail","Australia","SW, SE, TE","FishBase","7131",NA,NA,0.00214,3.18,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",40,"Argentina, Australia, Chile, Falkland Is., Namibia, New Zealand, South Africa, Uruguay","native",50,"TL","Fishbase","3.9","0.2","based on diet studies","700","1050",NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","CAAB","37232004","Actinopterygii","Gadiformes","Macrouridae",NA,"Lepidorhynchus","denticulatus","Lepidorhynchus denticulatus","Toothed Whiptail","Australia","SW, SE, TE","FishBase","8483",NA,"TL",0.00084,3.2609,NA,NA,"Species specific",42,"Australia, New Zealand, Kermadec Is., Chatham Is.","native",72,"TL","Fishes of Australia","3.7","0.53","based on food items"," 250","1200",NA,NA,NA,NA,"Harvey et al 2020",NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","CAAB","37232007","Actinopterygii","Gadiformes","Macrouridae",NA,"Malacocephalus","laevis","Malacocephalus laevis","Smooth Whiptail","Australia","SW, SE, TE, NW, CS","FishBase","4989",NA,"TL",0.00075,3.28,NA,NA,"Species specific",44,"Angola, Antigua Barbuda, Australia, Bangladesh, Barbados, Brazil, Belize, Virgin Is. (UK), Brunei Darsm, Myanmar, Cameroon, Cape Verde, Cayman Is., China, Chinese Taipei, Colombia, Comoros, Congo, Congo Dem Rp, Costa Rica, Cuba, Benin, Dominica, Dominican Rp, Eq Guinea, France, French Guiana, Amsterdam I., St Paul I., Gabon, Gambia, Ghana, Grenada, Guadeloupe, Guinea, Guyana, Haiti, Honduras, Iceland, India, Indonesia, Ireland, Ivory Coast, Jamaica, Kenya, Liberia, Madagascar, Malaysia, Maldives, Martinique, Mauritania, Mexico, Montserrat, Morocco, Mozambique, Oman, Namibia, Curaçao I., Neth Antilles, Aruba, New Caledonia, New Zealand, Nicaragua, Nigeria, Norway, Pakistan, Panama, Portugal, Azores Is., Guinea-Bissau, Puerto Rico, St Kitts Nevis, Anguilla, St Lucia, St Vincent Gren., Senegal, Sierra Leone, Somalia, South Africa, Spain, West Sahara, Suriname, Sweden, Thailand, Trinidad Tobago, Turkey, UK, Tanzania, USA, Virgin Is. (US), Venezuela, Andaman Is.","native",67,"TL","Fishes of Australia","3.8","0.56","based on food items","200","1300",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
